KBA-Referenznummer;Rckrufcode des Herstellers;Verffentlichungsdatum;Marke;Modell;Mangelbezeichnung;Produktionszeitraum von;Produktionszeitraum bis;Rckrufseite des Herstellers;Mangelbeschreibung;Titel der Manahme;Beschreibung der Manahme;Mgliche Eingrenzung der betroffenen Modelle;Bekannte Vorflle mit Sach- und/oder Personenschden;Anzahl potentiell betroffene Fahrzeugteile weltweit;Anzahl potentiell betroffene Fahrzeugteile
6325;16OSD-009;42653;TOYOTA;SCION;Deaktiviertes Zündschlüsselverriegelungssystem kann zum Wegrollen des Fahrzeugs führen.;2012;2016;N/A;Deaktiviertes Zündschlüsselverriegelungssystem kann zum Wegrollen des Fahrzeugs führen.;N/A;Aktivierung das Zündschlüsselverriegelungssystem.;N/A;N/A;27953;3
6382;TI566702;42746;MAN;TGX, TGL, TGS, TGM, TGA;Mangelbehaftetes Relais der Kraftstofffilter-Heizung kann zum Brand führen.;2009;2015;N/A;Mangelbehaftetes Relais der Kraftstofffilter-Heizung kann zum Brand führen.;N/A;Die betroffenen Teile werden geprüft und mit einem brandhemmenden Schutzschlauch am Separfilterrelais ausgestattet.;N/A;N/A;20013;248
6338;23S1;42591;SEAT;IBIZA, EXEO;Fahrzeuge enthalten unzulässige Abschalteinrichtung im Emissionskontrollsystem.;2011;2015;N/A;Fahrzeuge enthalten unzulässige Abschalteinrichtung im Emissionskontrollsystem.;N/A;Software-Update;N/A;N/A;11867;3775
6175;R43;42537;DODGE;RAM;Mangelbehaftete Verlegung des Pluskabels der Batterie kann zum Kurzschluss und zum Brand führen.;2013;2014;N/A;Mangelbehaftete Verlegung des Pluskabels der Batterie kann zum Kurzschluss und zum Brand führen.;N/A;Bei den betroffenen Fahrzeugen wird das Pluskabel überprüft und ggf. erneuert.;N/A;N/A;1713;1
6979;RDF-TAUSCH;42920;MERCEDES-BENZ;ANTOS, ACTROS, AROCS, ECONIC;Das System Active Brake Assist (ABA) und Adaptive Cruise Control (ACC+) stehen aufgrund eines internen Defekts des Radarsensors nicht mehr zur Verfügung. Dies kann die Unfallgefahr erhöhen.;2016;2017;N/A;Das System Active Brake Assist (ABA) und Adaptive Cruise Control (ACC+) stehen aufgrund eines internen Defekts des Radarsensors nicht mehr zur Verfügung. Dies kann die Unfallgefahr erhöhen.;N/A;Radarsensor erneuern.;N/A;N/A;1129;553
5909;2023690 (16-C-047);42537;OPEL;MOKKA;Wassereintritt in ABS-Kabelbaum führt zu Kurzschluss und damit Brandgefahr.;2015;2016;N/A;Wassereintritt in ABS-Kabelbaum führt zu Kurzschluss und damit Brandgefahr.;N/A;Der Wasserauffangbehälter sowie die Steckerverbindungen sind auf Wassereintritt zu überprüfen.;N/A;N/A;49355;13633
7485;17SMD-110;43199;TOYOTA;PRIUS;Fehler in der elektrischen Anlage kann zu reduzierten Fahrleistungen im E-Modus führen.;2011;2015;N/A;Fehler in der elektrischen Anlage kann zu reduzierten Fahrleistungen im E-Modus führen.;N/A;Austausch der EV-Sicherung.;N/A;N/A;50000;958
7533;TI 6378TR;43119;MAN;TGS;Durch eine mangelhafte Verschraubung der Gelenkwelle am Verteilergetriebe kann ein vollständiges Lösen der Verschraubung und Abfallen eines Teils der Gelenkwelle eintreten.;2017;2017;N/A;Durch eine mangelhafte Verschraubung der Gelenkwelle am Verteilergetriebe kann ein vollständiges Lösen der Verschraubung und Abfallen eines Teils der Gelenkwelle eintreten.;N/A;Schrauben an der Gelenkwelle zur Hinterachse am Verteilergetriebe werden geprüft und ggf. ausgetauscht.;N/A;N/A;36;8
6024;23Q7;42481;AUDI;A5, A4;Fahrzeuge enthalten unzulässige Abschalteinrichtung im Emissionskontrollsystem.;2008;2015;N/A;Fahrzeuge enthalten unzulässige Abschalteinrichtung im Emissionskontrollsystem.;N/A;Software-Update des Motorsteuergerätes.;N/A;N/A;38000;16000
6263;N/A;42711;MARLIN;BT EAB;Fehlender Abstützbügel an der Auflaufeinrichtung kann bei einer Zugtrennung dazu führen, dass keine Notbremsung erfolgt.;2016;2016;N/A;Fehlender Abstützbügel an der Auflaufeinrichtung kann bei einer Zugtrennung dazu führen, dass keine Notbremsung erfolgt.;N/A;Nachrüstung eines Stützbügels;N/A;N/A;212;183
6670;CITEPSMANT;42762;MERCEDES-BENZ;CITAN;Risse am Mantelrohr der Lenksäule könnten bei einem Unfall das Verletzungsrisiko für den Fahrer erhöhen.;2016;2016;N/A;Risse am Mantelrohr der Lenksäule könnten bei einem Unfall das Verletzungsrisiko für den Fahrer erhöhen.;N/A;Das Mantelrohr mit elektrischer Servolenkung wird erneuert.;N/A;N/A;824;358
6737;97CH;42762;VW;TOURAN, PASSAT, GOLF;Fehlerhafte Kalibrierung des Bordnetzsteuergerätes kann zu diversen Fehlern im Lichtsystem führen.;2016;2016;N/A;Fehlerhafte Kalibrierung des Bordnetzsteuergerätes kann zu diversen Fehlern im Lichtsystem führen.;;;N/A;N/A;260000;93000
8066;18SMD-058;43441;TOYOTA;PROACE;Nicht der Spezifikation entsprechend angezogener Ölstopfen führt zu Ölaustritt.;2018;2018;N/A;Nicht der Spezifikation entsprechend angezogener Ölstopfen führt zu Ölaustritt.;;;N/A;N/A;716;148
6566;0065960200;42690;ROLLS-ROYCE;GHOST;Aufgrund einer fehlerhaften Programmierung des Airbag-Zentralsensors ist eine Funktion der Insassenschutzeinrichtungen (Airbags, Gurtstraffer und aktive Kopfstützen) nicht in allen Unfallkonstellationen gegeben.;2009;2012;N/A;Aufgrund einer fehlerhaften Programmierung des Airbag-Zentralsensors ist eine Funktion der Insassenschutzeinrichtungen (Airbags, Gurtstraffer und aktive Kopfstützen) nicht in allen Unfallkonstellationen gegeben.;N/A;Der Zentralsensor der betroffenen Fahrzeuge wird durch einen Sensor mit korrekter Software ersetzt.;N/A;N/A;1122;32
6662;PG6BF;42723;NISSAN;QASHQAI;Der hintere rechte Radkastenschutz kann den Bremsschlauch aufscheuern. Dies führt zum Austritt von Bremsflüssigkeit und in der Folge zu verminderter Bremsleistung.;2013;2016;N/A;Der hintere rechte Radkastenschutz kann den Bremsschlauch aufscheuern. Dies führt zum Austritt von Bremsflüssigkeit und in der Folge zu verminderter Bremsleistung.;N/A;Ein zusätzlicher Halter wird am hinteren rechten Radkastenschutz angebracht sowie ggf. der Bremsschlauch hinten rechts erneuert.;N/A;N/A;720046;64938
6164;0CA4;42563;RENAULT;TWINGO;Verankerung der Rücksitzlehne außerhalb der Spezifikation. Dies kann bei einem Unfall zu einem erhöhten Verletzungsrisiko führen.;2014;2015;N/A;Verankerung der Rücksitzlehne außerhalb der Spezifikation. Dies kann bei einem Unfall zu einem erhöhten Verletzungsrisiko führen.;N/A;Es wird eine Verstärkung mit 2 Nieten an der vorhandenen Befestigungsbrücke der hinterenSitzbank angebracht, um die Blechdicke zu verstärken.;N/A;N/A;14984;5958
6271;0CC4;42571;RENAULT;TALISMAN, MEGANE, ESPACE;Späne in der ABS-Steuereinheit können während des ABS-Regelvorgangs zu einer Fehlverteilung des Bremsdrucks und letztlich zum Verlust der Fahrzeugkontrolle führen.;2016;2016;N/A;Späne in der ABS-Steuereinheit können während des ABS-Regelvorgangs zu einer Fehlverteilung des Bremsdrucks und letztlich zum Verlust der Fahrzeugkontrolle führen.;N/A;Austausch des Hydraulik-Aggregats der Bremsanlage.;N/A;N/A;8633;786
6485;23R7;42660;VW;TIGUAN, BEETLE;Fahrzeuge enthalten unzulässige Abschalteinrichtung im Emissionskontrollsystem.;2010;2016;N/A;Fahrzeuge enthalten unzulässige Abschalteinrichtung im Emissionskontrollsystem.;N/A;Software-Update;N/A;N/A;102542;31995
6757;LUFTLEIT;42781;MERCEDES-BENZ;ATEGO;Die Druckluftleitung der vorderen Radbremse kann durch das Lüfterrad beschädigt werden und ein Schiefziehen beim Bremsen verursachen.;2015;2016;N/A;Die Druckluftleitung der vorderen Radbremse kann durch das Lüfterrad beschädigt werden und ein Schiefziehen beim Bremsen verursachen.;N/A;Bei den betroffenen Fahrzeugen wird die Verlegung der Bremsleitung auf einen Mindestabstand von 30 mm zum Lüfterrad des Verteilergetriebes überprüft und gegebenenfalls die Leitungsverlegung optimiert.;N/A;N/A;172;121
5935;CITGURTLOS;42465;MERCEDES-BENZ;CITAN;Fehlerhafte Verschraubung des Gurtumlenkbeschlages führt zu Fehlfunktion des Sicherheitsgurtes.;2015;2015;N/A;Fehlerhafte Verschraubung des Gurtumlenkbeschlages führt zu Fehlfunktion des Sicherheitsgurtes.;N/A;Die Verschraubung wird in den Werkstätten überprüft und korrigiert.;N/A;N/A;57;8
7023;E172090381, 17-C-039;42872;OPEL;ZAFIRA;Schraubverbindungen der dritten Sitzreihe und der Gurte der zweiten und dritten Sitzreihe entsprechen nicht der Spezifikation. Folglich könnte sich bei einem Unfall das Verletzungsrisiko erhöhen.;2015;2017;N/A;Schraubverbindungen der dritten Sitzreihe und der Gurte der zweiten und dritten Sitzreihe entsprechen nicht der Spezifikation. Folglich könnte sich bei einem Unfall das Verletzungsrisiko erhöhen.;N/A;Die Verschraubungen der betroffenen Teile werden überprüft und ggf. korrigiert.;N/A;N/A;N/A;107
6427;72F8;42636;AUDI;Q7, SQ7;Erhöhte Verletzungsgefahr für Insassen bei einem Verkehrsunfall aufgrund nicht der Spezifikation entsprechend gefertigter dritter Sitzreihe.;2015;2016;N/A;Erhöhte Verletzungsgefahr für Insassen bei einem Verkehrsunfall aufgrund nicht der Spezifikation entsprechend gefertigter dritter Sitzreihe.;N/A;Zusätzliche Befestigung der dritten Sitzreihe.;N/A;N/A;68700;7900
6846;PN7B1;42793;NISSAN;NV300;Durch nicht korrekt montierte Turbolader-Ölleitung kann es zur Leckage kommen.;2016;2016;N/A;Durch nicht korrekt montierte Turbolader-Ölleitung kann es zur Leckage kommen.;N/A;Die betroffene Turbolader-Ölleitung wird erneuert.;N/A;N/A;174;45
6001;23S1;42507;SEAT;EXEO;Fahrzeuge enthalten unzulässige Abschalteinrichtung im Emissionskontrollsystem.;2010;2014;N/A;Fahrzeuge enthalten unzulässige Abschalteinrichtung im Emissionskontrollsystem.;N/A;Umprogrammierung des Motorsteuergerätes.;N/A;N/A;8952;3163
6009;4S616;42488;FORD;TRANSIT;Mangelbehaftete Ölpumpe kann zum Motorausfall führen.;2011;2013;N/A;Mangelbehaftete Ölpumpe kann zum Motorausfall führen.;N/A;Einbau einer neuen Ölpumpe.;N/A;N/A;99572;8871
6502;N/A;42786;LOTUS;ELISE;Durch eine falsche Montage der Bremszylinder kann es zur Blockade der Bremse kommen.;2016;2016;N/A;Durch eine falsche Montage der Bremszylinder kann es zur Blockade der Bremse kommen.;N/A;Austausch des Bremszylinders.;N/A;N/A;106;3
6285;23Q7;42571;AUDI;A4, A5, Q5;Fahrzeuge enthalten unzulässige Abschalteinrichtung im Emissionskontrollsystem.;2008;2015;N/A;Fahrzeuge enthalten unzulässige Abschalteinrichtung im Emissionskontrollsystem.;N/A;Software-Update des Motorsteuergerätes.;N/A;N/A;112000;37000
6647;88.60U10362A;42717;EVOBUS;SETRA;Halter der Motorraumklappe können brechen. In der Folge kann die Klappe in den Verkehrsraum fallen.;2016;2016;N/A;Halter der Motorraumklappe können brechen. In der Folge kann die Klappe in den Verkehrsraum fallen.;N/A;Bei den betroffenen Fahrzeugen wird der Halter der Heckklappe durch eine verstärkte Version ausgetauscht.;N/A;N/A;384;182
6845;TI_07_238792;42793;KTM;1290 SUPER DUKE;Undichtigkeiten am Kraftstoffschlauch aufgrund von Fertigungsabweichungen können zum Kraftstoffaustritt und zum Brand führen.;2016;2017;N/A;Undichtigkeiten am Kraftstoffschlauch aufgrund von Fertigungsabweichungen können zum Kraftstoffaustritt und zum Brand führen.;N/A;Austausch Kraftstoffschlauch.;N/A;N/A;2349;471
6956;0CHD/0CHE;42832;RENAULT;TWINGO;1. Mangelhafte Verbindung kann zum Ablösen der äußeren Haut der Motorhaube führen.2. Heckspoiler kann sich von der Heckscheibe lösen.;2015;2016;N/A;1. Mangelhafte Verbindung kann zum Ablösen der äußeren Haut der Motorhaube führen.2. Heckspoiler kann sich von der Heckscheibe lösen.;;;N/A;N/A;97984;49992
6636;PG6BL;42716;NISSAN;NOTE;Späne in der ABS-Steuereinheit können während des ABS-Regelvorgangs zu einer Fehlverteilung des Bremsdrucks und letztlich zum Verlust der Fahrzeugkontrolle führen.;2016;2016;N/A;Späne in der ABS-Steuereinheit können während des ABS-Regelvorgangs zu einer Fehlverteilung des Bremsdrucks und letztlich zum Verlust der Fahrzeugkontrolle führen.;N/A;Überprüfung und ggf. Erneuerung des ABS Auslösers.;N/A;N/A;1340;204
8024;U63;43293;JEEP;CHEROKEE;Ein Kurzschluss in der CAN-Bus-Steuerung kann unter bestimmten Bedingungen und bei Benutzung des Tempomaten zu unbeabsichtigten Fahrzeugebschleunigungen führen.;2013;2018;N/A;Ein Kurzschluss in der CAN-Bus-Steuerung kann unter bestimmten Bedingungen und bei Benutzung des Tempomaten zu unbeabsichtigten Fahrzeugebschleunigungen führen.;;;N/A;N/A;199768;384
6756;6071;42772;ALFA ROMEO;MITO, GIULIETTA;Fehler in der zweiten Stufe des Airbagtreibsatzes führt im Falle eine Unfalls zu erhöhtem Verletzungsrisiko.;2010;2015;N/A;Fehler in der zweiten Stufe des Airbagtreibsatzes führt im Falle eine Unfalls zu erhöhtem Verletzungsrisiko.;N/A;Bei den betroffenen Fahrzeugen wird das Airbag-Modul ausgetauscht.;N/A;N/A;26;2
7645;0CQF;43147;DACIA;DUSTER;Fehlerhafte Software des Motorsteuergeräts führt dazu, dass die Stop/Start Funktion sowie das Energiemanagementsystems ausfallen kann.;2017;2017;N/A;Fehlerhafte Software des Motorsteuergeräts führt dazu, dass die Stop/Start Funktion sowie das Energiemanagementsystems ausfallen kann.;;;N/A;N/A;N/A;341
5911;NGE-ESP;42475;MERCEDES-BENZ;ECONIC;Falsch positionierter Gierratensensor bei Fahrzeugen mit verlängertem Radstand kann zu fehlerhaften ESP Eingriffen führen.;2013;2015;N/A;Falsch positionierter Gierratensensor bei Fahrzeugen mit verlängertem Radstand kann zu fehlerhaften ESP Eingriffen führen.;N/A;Bei den betroffenen Fahrzeugen wird die aktuelle Position des Gierratensensors geprüft und gegebenenfalls der Sensor auf die vorgeschriebene Position versetzt.;N/A;N/A;20;10
6599;NCV3KUKOKU;42745;MERCEDES-BENZ;SPRINTER;Mangelhafte Verschraubung der Anhängerkupplung kann zur Zugtrennung führen.;2008;2016;N/A;Mangelhafte Verschraubung der Anhängerkupplung kann zur Zugtrennung führen.;N/A;Die Schrauben der Anhängerkupplung werden erneuert und das Drehmoment richtiggestellt.;N/A;N/A;284;154
6601;6052;42705;FIAT;TIPO;Nicht korrekt verlegte Airbag-Verkabelung kann zum Kurzschluss führen und eine ungewollte Airbag-Auslösung herbeiführen.;2015;2016;N/A;Nicht korrekt verlegte Airbag-Verkabelung kann zum Kurzschluss führen und eine ungewollte Airbag-Auslösung herbeiführen.;N/A;An den Fahrzeugen wird die Verlegung der Kabel geprüft, ggf. erneuert und mit einem Schutzband versehen.;N/A;N/A;70142;4054
6656;4390042;42877;MERCEDES-BENZ;A-KLASSE, CLA, GLA, B-KLASSE;Anschlussstutzen der Unterdruckleitung am Bremskraftverstärker kann brechen. In der Folge fällt die Bremskraftverstärkung aus.;2011;2013;N/A;Anschlussstutzen der Unterdruckleitung am Bremskraftverstärker kann brechen. In der Folge fällt die Bremskraftverstärkung aus.;N/A;Die Unterdruckleitung am Bremskraftverstärker wird erneuert.;N/A;N/A;315953;107346
6660;9190248;42723;MERCEDES-BENZ;ML, GLE, GLS, GL;Kalibrierung der Sitzbelegungserkennung entspricht nicht der Spezifikation. Dies könnte bei leichten Personen zur Deaktivierung des Beifahrerairbags führen.;2014;2016;N/A;Kalibrierung der Sitzbelegungserkennung entspricht nicht der Spezifikation. Dies könnte bei leichten Personen zur Deaktivierung des Beifahrerairbags führen.;N/A;Die Software der automatischen Beifahrersitzbelegung wird aktualisiert.;N/A;N/A;116504;8439
7752;6179;43187;LANCIA;THEMA;Thermische Überlastung der Lichtmaschinendiode kann zu Motorausfall sowie zu Kurzschlüssen mit möglicher Brandgefahr führen.;2011;2015;N/A;Thermische Überlastung der Lichtmaschinendiode kann zu Motorausfall sowie zu Kurzschlüssen mit möglicher Brandgefahr führen.;;;N/A;N/A;N/A;72
6768;6049;42773;FIAT;500X;Unzureichende Crimpverbindung an der Getriebeverkabelung kann zu einem unerwarteten Einrücken der Schaltung auf Position N und damit zum Antriebsverlust führen;2014;2015;N/A;Unzureichende Crimpverbindung an der Getriebeverkabelung kann zu einem unerwarteten Einrücken der Schaltung auf Position N und damit zum Antriebsverlust führen;N/A;Das Getriebesteuergerät muss neu programmiert werden.;N/A;N/A;472;29
6770;S55;42773;JEEP;RENEGADE, CHEROKEE;Unzureichende Crimpverbindung an der Getriebeverkabelung kann zu einem unerwarteten Einrücken der Schaltung auf Position N und damit zum Antriebsverlust führen.;2012;2015;N/A;Unzureichende Crimpverbindung an der Getriebeverkabelung kann zu einem unerwarteten Einrücken der Schaltung auf Position N und damit zum Antriebsverlust führen.;N/A;Das Getriebesteuergerät muss neu programmiert werden.;N/A;N/A;419938;2001
6976;HNW;42865;PEUGEOT;TRAVELLER, EXPERT;Karosserieundichtigkeit führt zum Wassereinbruch und zu Fehlfunktionen des Airbagsteuergerätes.;2016;2016;N/A;Karosserieundichtigkeit führt zum Wassereinbruch und zu Fehlfunktionen des Airbagsteuergerätes.;N/A;Überprüfung der Dichtungen.;N/A;N/A;1129;96
6991;5990246;42937;MERCEDES-BENZ;GLS, ML, GL, GLE, E-KLASSE;Undichte Steckverbindung der elektrischen Servolenkung kann durch Feuchtigkeitseintrag zum Ausfall der Servolenkung führen.;2015;2016;N/A;Undichte Steckverbindung der elektrischen Servolenkung kann durch Feuchtigkeitseintrag zum Ausfall der Servolenkung führen.;N/A;Das Steckergehäuse der elektrischen Servolenkung wird erneuert.;N/A;N/A;161618;12330
7979;T75;43270;DODGE;CHARGER, DURANGO, CHALLENGER;Thermische Überlastung der Lichtmaschinendiode kann zu Motorausfall sowie zu Kurzschlüssen mit möglicher Brandgefahr führen.;2014;2014;N/A;Thermische Überlastung der Lichtmaschinendiode kann zu Motorausfall sowie zu Kurzschlüssen mit möglicher Brandgefahr führen.;;;N/A;N/A;N/A;N/A
6764;S33;42772;JEEP;WRANGLER;Verschmutzung der Kontaktspule an der Lenksäule kann zum Nichtauslösen des Fahrerairbags führen.;2006;2010;N/A;Verschmutzung der Kontaktspule an der Lenksäule kann zum Nichtauslösen des Fahrerairbags führen.;N/A;Bei den betroffenen Fahrzeugen wird die Lenksäulen-Kontaktspule, die hintere Lenkradhülle und Lenksäulenverkleidung ausgetauscht.;N/A;N/A;500058;2795
8181;AJ024E;43399;MAZDA;3, CX-5, 6;Nicht spezifikationsgemäß montierte Injektoren können zu Motorfehlern führen.;2016;2016;N/A;Nicht spezifikationsgemäß montierte Injektoren können zu Motorfehlern führen.;N/A;Die Injektoren werden überprüft und in Abhängigkeit des Prüfergebnisses eine Reperatur durchgeführt.Die Unterdruckpumpe wird gegen ein modifiziertes Bauteil ausgetauscht und eine Aktualisierung der Motorsteuerung auf den letzten Stand der Produktion vorgenommen.;N/A;N/A;N/A;18082
7032;TI612405;42888;MAN;TGS, TGX;Bruch der Bremssättel an Vorder-und Antriebsachse kann zum  Kontrollverlust des Fahrzeugs führen.;2011;2014;N/A;Bruch der Bremssättel an Vorder-und Antriebsachse kann zum  Kontrollverlust des Fahrzeugs führen.;N/A;Die betroffenen Bauteile werden ausgetauscht.;N/A;N/A;273;210
7381;17S12;43041;FORD;RANGER;Nicht ordnungsgemäß befestigter Schaltseilzug berührt hintere Gelenkwelle. Das kann zur Durchtrennung der Gelenkwelle und zu unsicheren Fahrzuständen führen.;2011;2011;N/A;Nicht ordnungsgemäß befestigter Schaltseilzug berührt hintere Gelenkwelle. Das kann zur Durchtrennung der Gelenkwelle und zu unsicheren Fahrzuständen führen.;N/A;Der Clip-Schaltseilzug wird untersucht und ggf. ausgetauscht. Eventuell auch Austausch der Gelenkwelle, wenn diese Beschädigungen aufweist.;N/A;N/A;9635;858
6156;2044971, 16-C-048;42541;OPEL;INSIGNIA, ZAFIRA;Nicht der Spezifikation entsprechendes Gewinde an der Schraubverbindung zwischen Spurstangenkopf und Achsschenkel kann zu instabilem Fahrverhalten führen.;2016;2016;N/A;Nicht der Spezifikation entsprechendes Gewinde an der Schraubverbindung zwischen Spurstangenkopf und Achsschenkel kann zu instabilem Fahrverhalten führen.;;;N/A;N/A;2787;777
5983;44M8;42478;VW;PHAETON;Sommerreifen der Größe: 255/40ZR19 100Y XL mit der falschen Gummimischung führt zu deutlich reduzierten Haftung des Reifens bei Nässe.;2012;2016;N/A;Sommerreifen der Größe: 255/40ZR19 100Y XL mit der falschen Gummimischung führt zu deutlich reduzierten Haftung des Reifens bei Nässe.;N/A;Bei den betroffenen Fahrzeugen werden die betroffen Reifen ersetzt.;N/A;N/A;72;15
