Type of alert;Type;Alert number;Alert submitted by;Country of origin;Counterfeit;Risk type;Risk legal provision;Product;Name;Description;Brand;Category;Type / number of model;OECD Portal category;Risk;Compulsory measures;Voluntary measures;Products were found and measures were taken also in;Company recall page;Barcode;Batch number;Company recall code (**);Production dates (**);Packaging description
Other types of alerts;Consumer;INFO/00125/21;Germany;Germany;No;Injuries; ;Passenger car;Various models;Models: CLA-Class, GLA-Class, M-/GLE-/GL-/GLS-Class, GLE-/GLS-Class, SLK-/SLC-Class, A-Class, AMG GT, C-Class, E-Class Coupe/Convertible, E-Class, S-Class Coupe/Convertible, CLS-Class, S-Class, SL-Class, B-/GLA-/GLB-Class, GLC-Class, AMG GT 4-doors Coupe, GLE-Class Coupe, EQC-Class, G-Class;Mercedes-Benz;Motor vehicles;221 AMG,  218,  218 AMG,  230,  230 AMG,  R1EC,  F2B,  204 X,  204 X AMG,  R1ECLS,  R1EAMG,  463,  463A, Types: 245 G,  245 G AMG,  F2CLA,  166,  166 AMG,  H1GLE,  172,  F2A,  197,  204,  204 AMG,  204 K,  204 K AMG,  212,  R1ES,  221, , e1*2001/116*0248*11-14,  e1*2007/46*1666*00-20,  e1*2001/116*0470*15-18,  e1*2007/46*1909*00-23,  e1*2001/116*0480*18-41,  e1*2007/46*1884*00,  e1*2007/46*1818*00-13,, e1*2001/116*0470*15-25,  e1*2007/46*1207*04-09,  e1*2007/46*1912*00-09,  e1*2007/46*0598*18-26,  e1*2007/46*0826*08-13,  e1*2007/46*1885*00-12,  e1*2007/46*0548*10-20,  e1*2001/116*0470*15,, e1*2001/116*0502*21,  e1*2001/116*0501*24-50,  e1*2007/46*1560*00-23,  e1*2001/116*0335*31 -46,  e1*2001/116*0396*18 -20,  e1*2007/46*0485*15-16,  e1*2007/46*0643*06 -07,  e1*98/14*0169*24-34,, e1*2007/46*1207*04-08,  e1*2007/46*1829*00-13,  e1*2007/46*0233*08-20,  e1*2001/116*0431*38-42,  e1*2001/116*0464*18-22,  e1*2001/116*0457*31-52,  e1*2001/116*0463*17-20 ,  e1*2001/116*0431*38-62,, e1*2007/46*1878*00-11,  e1*96/79*0064*36 -38,  e1*2007/46*1830*00 -09;77000000 - Automotive;"Due to a defect in the emergency call system, a temporary fall in the on-board voltage levels resulting from an accident could cause the location of the vehicle communicated when an emergency call is made to not correspond to the actual location of the vehicle. 
This could delay the arrival of emergency vehicles, potentially increasing the effects of the accident.";;"Type of economic operator taking notified measure(s): Manufacturer
Category of measure(s): Recall of the product from end users
Date of entry into force: Unknown";Bulgaria, France, Greece, Croatia, Ireland, Poland, Portugal, Slovenia;https://www.mercedes-benz.de;;;"5497401, 5497403, 5497411, 5497418, 5497405, 
5497407, 5497409, 5497413, 5497414, 5497416, 
5497420, 5497422";The affected vehicles were manufactured between 4 January 2016 and 31 January 2021.;
Serious risk;Consumer;A12/00853/21;Germany;Türkiye;No;Injuries; ;Passenger van / Light commercial vehicle;Transit, Transit Custom;Passenger car/lorry/light commercial vehicle;Ford;Motor vehicles;Types: FED6,  FCD6,  FED,  FDD,  FCD,  FAD,  FCC,  FAC, e1*2007/46*1096*16,  e1*2007/46*1096*17,  e1*2007/46*1096*19,  e1*2007/46*1098*14,  e1*2007/46*1098*15,  e1*2007/46*1098*17,  e1*2007/46*1100*15, , e1*2007/46*1100*14,  e1*2007/46*1100*16,  e1*2007/46*1100*19,  e5*2007/46*1032*03,  e5*2007/46*1032*06,  e1*2007/46*1005*20,  e1*2007/46*1005*15,  e1*2007/46*1005*16,  e1*2007/46*1005*18, , e5*2007/46*1034*06,  e5*2007/46*1034*02,  e5*2007/46*1034*08;77000000 - Automotive;"Due to an error in the assembly process, there might be a single, loose screw in the steering support.
The loose screw could cause a sudden, temporary blocking of the steering while the vehicle is in motion, increasing the risk of an accident.";;"Type of economic operator taking notified measure(s): Manufacturer
Category of measure(s): Recall of the product from end users
Date of entry into force: Unknown";Bulgaria, France, Hungary, Ireland, Sweden, Slovenia;https://www.etis.ford.com;;;21S27;The affected vehicles were manufactured between 30 June 2019 and 26 April 2021.;
Other types of alerts;Consumer;INFO/00132/21;Germany;Unknown;No;Burns, Injuries; ;Passenger car;718 Spyder / 718 Boxster GTS, 718 Cayman GT4  / 718 Cayman GTS 4.0 ;Passenger car;Porsche;Motor vehicles;" e13*2007/46*1607*11 -*12; Type: 982";77000000 - Automotive;"The bolting of the engine connecting rods may be faulty.
This may lead to oil leaks and engine failure. ";;"Type of economic operator taking notified measure(s): Manufacturer
Category of measure(s): Recall of the product from end users
Date of entry into force: Unknown";Bulgaria, Denmark, France, Greece, Croatia, Poland;;;;AMA4;The affected vehicles were manufactured between 18 September 2020 and 4 March 2021.;
Serious risk;Consumer;A12/00855/21;Germany;Germany;No;Injuries; ;Passenger car;T6;Model: T6.1 vehicles equipped with side and curtain airbags for the driver and front passenger as well as curtain airbags in the passenger compartment.;VW;Motor vehicles;"e1*2001/116*0289; Type: 7HMA";77000000 - Automotive;"The rear-right head airbag was manufactured from defective material. 
As a result, it may provide no protection in a side-on collision, increasing the risk of injury to vehicle occupants. ";;"Type of economic operator taking notified measure(s): Manufacturer
Category of measure(s): Recall of the product from end users
Date of entry into force: Unknown";;;;;69CB;The affected vehicles were manufactured on 19 January 2021.;
Serious risk;Consumer;A12/00822/21;Germany;Germany;No;Fire, Injuries; ;Passenger car;Movano B;Passenger car;Opel;Motor vehicles;"e1*2007/46*0362*24,  e1*2007/46*0580*14; Type: MR, MV";77000000 - Automotive;"The fuel supply hose is rubbing against the camshaft cover.
This could result in a fuel leak, increasing the risk of fire.";;"Type of economic operator taking notified measure(s): Manufacturer
Category of measure(s): Recall of the product from end users
Date of entry into force: Unknown";Bulgaria, Denmark, Estonia, Finland, Greece, Croatia, Hungary, Ireland, Iceland, Luxembourg, Poland, Portugal, Sweden, Slovenia, Slovakia;;;; E212100530 (21-C-079);The affected vehicles were manufactured between 1 May 2011 and 1 May 2019.;
Other types of alerts;Consumer;INFO/00128/21;Germany;Germany;No;Injuries; ;Passenger car;Various models;LA, GLA, M-Klasse/GLE/GL/GLS, SLK/SLC, A-Klasse, AMG GT, C-Klasse, E-Klasse Coupé/Cabrio, E-Klasse, S-Klasse Coupé/Cabrio, CLS, S-Klasse, SL, B-Klasse/GLA/GLB, GLC, AMG GT 4-Türer Coupé, GLE Coupé, G-Klasse;Mercedes-Benz;Motor vehicles;Types: 245 G,  F2CLA,  245 G,  166,  H1GLE,  172,  F2A,  197,  F2B,  204 X,  R1ECLS,  R1EAMG,  463,  463A,  R1EC,  197BS,  204,  204 K,  204 K AMG,  212,  R1ES,  221,  230 , e1*2001/116*0431*39-60,  e1*2001/116*0457*32-50,  e1*2001/116*0463*18-20,  e1*2001/116*0501*28-47,  e1*2007/46*1560*01-18,  e1*2001/116*0335*32-46,  e1*98/14*0169*25-34, e1*2001/116*0470*16-23,  e1*2007/46*1912*00-08,  e1*2001/116*0470*16-25,  e1*2007/46*0598*18-26,  e1*2007/46*1885*00-10,  e1*2007/46*0548*11-20,  e1*2007/46*1829*00-12,  e1*2007/46*0233*09-19,, e1*2007/46*1909*00-09,  e1*2001/116*0480*21-38,  e1*2007/46*1818*00-10,  e1*2007/46*1878*00-10,  e1*96/79*0064*36-26,  e1*2007/46*1830*00-07,  e1*2007/46*1666*00-16,  e1*KS07/46*0076*01, ;77000000 - Automotive;"The automatic and manual emergency call service may not function as intended outside the network coverage of certain network providers due to a software error. 
As a result, the eCall may not be used as intended to place an emergency call to direct emergency services to the vehicle. 
Depending on network availability, voice communication would still be possible by calling 112 as a fallback option. ";;"Type of economic operator taking notified measure(s): Manufacturer
Category of measure(s): Recall of the product from end users
Date of entry into force: Unknown";Bulgaria, France, Poland, Portugal;http://www.mercedes-benz;;;5499616;30.8.2016 to 24.7.2020;
Serious risk;Consumer;A12/00870/21;Germany;United States;No;Injuries; ;Pickup truck;RAM;Pickup truck;Dodge;Motor vehicles;Individual approval, Type: DS;77000000 - Automotive;"A defective brake clip may cause the service brake to fail. 
This could increase the risk of an accident.";;"Type of economic operator taking notified measure(s): Manufacturer
Category of measure(s): Recall of the product from end users
Date of entry into force: Unknown";;;;;Y14;The affected vehicles were manufactured between 26 October 2020 and 7 April 2021.;
Other types of alerts;Consumer;INFO/00127/21;Germany;Spain;No;Injuries; ;Passenger van / Light commercial vehicle;Vito;Passenger van / Light commercial vehicle;Mercedes-Benz;Motor vehicles;Types: 639/2, 639/4, e1*2007/46*0457*22 - *25, e1*2007/46*0458*17 - *21;77000000 - Automotive;Under certain conditions there may be a gear recognition malfunction, causing the reversing light to stop working. ;;"Type of economic operator taking notified measure(s): Manufacturer
Category of measure(s): Recall of the product from end users
Date of entry into force: Unknown";Denmark, France, Croatia, Ireland, Poland, Portugal, Romania;;;;VS2SENGOR (2698060);The affected vehicles were manufactured between 10 October 2019 and 26 March 2021.;
Serious risk;Consumer;A12/00857/21;Germany;Germany;No;Injuries; ;Passenger car;A-Class, B-Class, CLA, GLA;Model series: CLA (BR 117), GLA (BR 156), A-Class (BR 176) and B-Class (BR 242, 246).;Mercedes-Benz;Motor vehicles;Types: 245 G, 245 G AMG, e1*2001/116*0470*16-18, e1*2007/46*1207*05-06;77000000 - Automotive;"A bore hole in the universal joint on the steering shaft may have incorrect size. As a result, there could be play between the bearing fitted into the bore hole and the universal joint, which could cause the joint to become detached over time.
This would impair the vehicle’s steerability, increasing the risk of an accident.";;"Type of economic operator taking notified measure(s): Manufacturer
Category of measure(s): Recall of the product from end users
Date of entry into force: Unknown";Bulgaria, Denmark, Estonia, Finland, Greece, Croatia, Hungary, Ireland, Iceland, Luxembourg, Poland, Portugal, Romania, Sweden, Slovenia, Slovakia;https://www.mercedes-benz.de;;;"4692030							";The affected vehicles were manufactured between 30 November 2016 and 14 July 2017.;
Other types of alerts;Consumer;INFO/00129/21;Germany;Germany;No;Injuries; ;Passenger van / Light commercial vehicle;Sprinter;Passenger van / Light commercial vehicle;Mercedes-Benz;Motor vehicles;e1*2001/116*0354*21 - *27,  e1*2001/116*0424*15 - *17,  e1*2007/46*0294*10 - *15,  e1*2007/46*0296*10 - *15,  e1*2007/46*0300*15 - *20,  e1*2007/46*0301*17 - *22,  e1*2007/46*0304*06 - *09, , e1*2007/46*0305*11 - *14,  e1*2007/46*0308*06 - *09,  e1*2007/46*0312*12 - *15,  e1*2007/46*1760*00 - *04,  e1*2007/46*1761*00 - *04,  e1*2007/46*1762*00 - *01,  e1*2007/46*1763*00 - *04;77000000 - Automotive;Increased wear on a sealing ring in the electric parking brake delivery spindle may lead to leakage of the braking system on the brake saddle of the rear axle. ;;"Type of economic operator taking notified measure(s): Manufacturer
Category of measure(s): Recall of the product from end users
Date of entry into force: Unknown";Denmark, France, Greece, Ireland, Luxembourg, Portugal, Slovenia, Slovakia;;;;VS3BREPB (4296093);The affected vehicles were manufactured between 12 May 2017 and 8 March 2021.;
Serious risk;Consumer;A12/00866/21;Germany;Germany;No;Injuries; ;Passenger car;Insignia;Passenger car;Opel;Motor vehicles;Types: Z-B, e8*2007/46*0264*16, e8*2007/46*0264*18;77000000 - Automotive;"The plate of the brake pedal may become detached when under load.
This could restrict the application of the brake, increasing the risk of an accident.";;"Type of economic operator taking notified measure(s): Manufacturer
Category of measure(s): Recall of the product from end users
Date of entry into force: Unknown";Bulgaria, Estonia, Finland, France, Croatia, Hungary, Luxembourg, Poland, Portugal, Sweden, Slovakia;;;;E212103161 (21-C-077);The affected vehicles were manufactured between 5 February and 7 April 2021.;
Serious risk;Consumer;A12/00872/21;Germany;France;No;Fire, Injuries; ;Passenger car;3008, 508;Passenger car;Peugot;Motor vehicles;Types: M, F, e2*2007/46*0534*12, e2*2007/46*0628*05 - *7;77000000 - Automotive;"A short-circuit may occur in the battery. 
This could lead to overheating, increasing the risk of fire.";;"Type of economic operator taking notified measure(s): Manufacturer
Category of measure(s): Recall of the product from end users
Date of entry into force: Unknown";Denmark, France, Portugal, Sweden;;;;KEB, KFC;The affected vehicles were manufactured between 14 October 2019 and 11 February 2020.;
Serious risk;Consumer;A12/00945/21;Germany;Germany;No;Injuries; ;Light commercial vehicle;Crafter;Light commercial vehicle;VW;Motor vehicles;Type: SYN1E, e1*2007/46*1613*08, *11, *13, *15;77000000 - Automotive;"Due to a production error in the assembly line, the 230V cable in the area of the head airbag may have been incorrectly installed.
As a result, the head air bag would not provide sufficient protection as the 230V cable might hinder its full inflation, leading to increased risk of injury.";;"Type of economic operator taking notified measure(s): Manufacturer
Category of measure(s): Recall of the product from end users
Date of entry into force: Unknown";France;;;;69CG;The affected vehicles were manufactured between 16 October 2018 and 4 March 2020.;
Serious risk;Consumer;A12/00863/21;France;Germany;No;Injuries; ;Passenger car;A4;Passenger car;Audi;Motor vehicles;e1*2001/116*0430*78;77000000 - Automotive;"Due to discrepancy in the dashboard manufacturing process, the front passenger airbag may fail to deploy optimally.
This could impair its protective function, increasing the risk of injury in the event of an accident.";;"Type of economic operator taking notified measure(s): Importer
Category of measure(s): Recall of the product from end users
Date of entry into force: 05/05/2021";;;;;70I3;44256;
Serious risk;Consumer;A12/00885/21;Germany;Germany;No;Injuries; ;Passenger car;Fiesta, Ecosport;Passenger car;Ford;Motor vehicles;e9*2007/46*3142*18, *19,  e9*2007/46*0092*32, Types: JHH, JK8;77000000 - Automotive;"The seatbelt reel mechanisms may be defective. 
As a result, the passengers might not be held in position in the event of sudden braking, increasing the risk of injury.";;"Type of economic operator taking notified measure(s): Manufacturer
Category of measure(s): Recall of the product from end users
Date of entry into force: Unknown";Bulgaria, Denmark, Finland, Greece, Hungary, Ireland, Iceland, Poland, Sweden, Slovenia;http://www.etis.ford.com;;;21S13;The affected vehicles were manufactured between 5 February and 9 March 2021.;
